nom_societe;adresse
Louise Gutt Réflexologie plantaire & massage Tui Na à Amélie Les Bains;51 Av. du Vallespir, 66110 Amélie-les-Bains-Palalda, France
Lormont Natation;Bd Odilon Redon, 33310 Lormont, France
l'Orange bleue;2 Rue des Centaurées, 85190 Aizenay, France
L'Or Douce Énergéticienne - Access Bars, Massage 5 Continents, Soins énergétiques, Yoga du Rire, LEGO® SERIOUS PLAY® - Oise;20 Rte de Sailleville, 60290 Cauffry, France
L'Or des Sens;1 impasse Geneviève Passin, 72510 Mansigné, France
L'Onda, Piscine à Piedipartino;Piedipartino, 20229 Piedipartino, France
LoisiParc Aubigny-Au-Bac;27 Rue de la Plage, 59265 Aubigny-au-Bac, France
L'Océan 20;20 Rte de l'Océan, 33340 Queyrac, France
L'O?sis Meïs? Lyon - Centre de flottaison en isolation sensorielle;28 Rue de Condé local de gauche, 69002 Lyon, France
L'O?sis Meïs? - Le Centre de Flottaison en Isolation Sensorielle;51 Bd de la Chapelle, 75010 Paris, France
Livaya;1169 Rte de Salernes, 83780 Flayosc, France
LIUDA ESTHETIQUE;36 Rue Gustave Pitiot, 77380 Combs-la-Ville, France
Little Wild - Holistic Massage, Skincare and Energy Therapies;1225 Rte d'Avoriaz, 74110 Morzine, France
Lithothérapie, Esotérisme et Massages L'instant Zen;4 Pl. Théodore Paqué, 57500 Saint-Avold, France
L'Institut de Lisa;L’institut de Lisa, 5 place des commerces, 31650 Auzielle, France
L'Institut;4 Pl. Victor Hugo, 29720 Plonéour-Lanvern, France
L'instant présent 16;Rue des Distilleries, 16130 Angeac-Champagne, France
L'Instant Lumière Énergie - Soins énergétiques personnalisés, LaHoChi, magnétiseur et coach spirituel Strasbourg 67 Bas-Rhin;13 Rue du Climont, 67810 Holtzheim, France
L'instant flottant;5 Rue Louis de Gallois, 42160 Andrézieux-Bouthéon, France
L'Instant Emaël - Épilation Laser & Soins à Rocbaron;857 bis Chem. de la Font de Ricaud 1er étage, 83136 Rocbaron, France
L'instant d'L;Résidence de la glacière, 13980 Alleins, France
Lincot Catherine;lieu-dit Picardieres, 1410 Le Coué Lieu Dit, 49125 Tiercé, France
Lilyne Studio (Emeline);24 Av. Victor Hugo, 95630 Mériel, France
Liloo;Résidence Isola Céleste, Bd Pierre Pasquini, 20220 L'Île-Rousse, France
Lilana beauty;1 Rue des Champs, 31410 Longages, France
Lika Beauté;470 Rue de la République, 85220 Commequiers, France
LIBERTY BEAUTÉ - Epilation laser - Corène Veron;50 Av. Maréchal Leclerc, 10450 Rosières-près-Troyes, France
L'Hivernage;72 Rue Joseph Vernet, 84000 Avignon, France
L'hirondelle Bleue centre de médecine intégrative;4 Rue d'Ivergny, 62270 Rebreuviette, France
L'harmonie en vous Massage Dunkerque;22 Rue du S, 59240 Dunkerque, France
L'éveil Du Sens, Villers-au-Bois;Voie du Quesnet, 62144 Villers-au-Bois, France
L'éveil des Sens - L'Instant Détente;24 Rue Lariboisière, 35420 Louvigné-du-Désert, France
L'Eveil des Sens;68 Av. de la Paix, 57520 Rouhling, France
L'esSenCiel de Pascaline Mariaye - Massage tantrique Gers;Le Courtade, 32360 Castillon-Massas, France
L'Essence du Coeur;24 Rue de l'Or, 67480 Roppenheim, France
L'Espace du Mieux-Être - Panazol;29 Ave. du Président Sadi Carnot, 87350 Panazol, France
Leslie Chemouny Facialiste / Naturopathe / Drainage Lymphatique;9 Rue des Martyrs, 27800 Brionne, France
Les Vapeurs D'Orient;20 Chem. André Salvy, 31140 Aucamville, France
Les Sources Bleues;Unnamed Road, 80100 Abbeville, France
Les Sibelles;48 Rue Léon Mignotte, 91570 Bièvres, France
Les Sens Des Bois;749 Rte du Val, 62850 Licques, France
Les Sens Ciel;2 Imp. des Pinots, 51150 Ambonnay, France
les secrets de laura;25 Rue Galilée, 59210 Coudekerque-Branche, France
Les rituels d'O;30 Rue du Belinois, 72230 Moncé-en-Belin, France
Les rituels de Cécile;3 Rte de Saint-Médard, 33640 Isle-Saint-Georges, France
Les P'tits Sabots;52 Rte de Louviers, 27400 Amfreville-sur-Iton, France
Les Poneys du Fresquel;Chemin de la rivière, 11170 Alzonne, France
Les Plaisirs De L'Eau;9 Av. de la Forêt, 33320 Eysines, France
LES PIERRES DE NAT;49 bis Rue des Jardins, 85190 Aizenay, France
Les Parfums d'Anaé;La mitauderie, 37340 Ambillou, France
LES OISEAUX DU MARAIS POITEVIN Parc Ornithologique et Embarcadère;Le Petit Buisson, 79210 Saint-Hilaire-la-Palud, France
Les Océades Niort - Bessines;Bessines FR, 4 Rue du Champ de la Motte, 79000 NIORT, France
Les Océades - Febvotte;33 Rue Febvotte, 37000 Tours, France
Les Océades - Amboise;Rue Ernest Mabille, 37400 Amboise, France
Les Massages du Monde;6 bis Av. Paul Long, 83400 Hyères, France
Les Massages de Julie, A l'Eveil des Sens Mazamet;7 Rue de Juillet Cabinet A, 81200 Mazamet, France
Les massages de Flore;L'Autre Versant, 10 Chem. des Diligences, 05600 Guillestre, France
Les Massages De Diane (Massothérapeute);10 Les Guittons, 37160 Buxeuil, France
Les Mains de SÂRA;242 impasse du moulin de lafaye, 33570 Petit-Palais-et-Cornemps, France
Les mains de Peg;6 Rue d'Uckange, 57290 Fameck, France
Les Mains de Nahla;490 Av. de Bonnatrait, 74140 Sciez, France
Les Mains d'Aurélie;4 Lot. la Vicomte, 27400 Heudebouville, France
Les Labyrinthes de Hauterives;390 Les Bessées, 26390 Hauterives, France
Les Jardins Suspendus de Cohons;Route de Bourg, 52600 Cohons, France
Les Jardins du Pays d'Auge;Av. des Tilleuls, 14340 Cambremer, France
Les Jardins des Renaudies - Bocage Mayennais Tourisme;Les Mezerais, 53120 Colombiers-du-Plessis, France
Les Jardins de Louanne & K.;route de Ganzeville, Lieu-dit le Moulin Bleu, 76400 Fécamp, France
Les Imaginariums – Escape Game & Loisirs Alençon;84 Rue de Bretagne, 61000 Alençon, France
Les Iles du Chéran;Les Iles Du Chéran, 73340 Lescheraines, France
Les Hortensias Matignon;11 Rue Dr Calmette, 22550 Matignon, France
Les Héléades Piscine Municipale de Braud & St-Louis;51 Av. de la République, 33820 Braud-et-Saint-Louis, France
Les Fleurs de Bach;Pl. du 19 Mars 1962, 77177 Brou-sur-Chantereine, France
Les fées pour soi;120 Rouvray, 50530 Lolif, France
Les Fées Massages - Magalie Gasnereau Landais;1 Rue des Nations Unies, 53200 Château-Gontier-sur-Mayenne, France
Les Etoiles D'aigrefeuille;44 Rue du Vieux Fief, 17290 Aigrefeuille-d'Aunis, France
Les Escapades de Steph'âne;27 bis Rte de Clamecy, 58140 Lormes, France
LES ECURIES DU MILIAS;1 Chem. du Colombier, 81200 Aiguefonde, France
Les écuries de la champagne;34 Rte de Cognac, 16130 Saint-Fort-sur-le-Né, France
Les Écuries de Grand Cœur;330 Rue de la Piat, 73260 Grand-Aigueblanche, France
Les Drôles de Dames - Institut de beauté;17 Pl. de l'Église, 69530 Orliénas, France
Les Drainages de Laetitia;23 All. de L'usine Giraud, 38490 Les Abrets en Dauphiné, France
Les Dessous de Corinthe;11 Av. Foch, 57000 Metz, France
Les Crocus Blancs;225C route d'ailhon, 07200 Mercuer, France
Les Clefs Arc-en-Ciel;6 Pass. des Cerisiers, 74330 Poisy, France
Les Cent Ciels - Bains & Hammam;64 Bd Jean-Baptiste Lebas, 59000 Lille, France
Les Caves du Nord;78600 Maisons-Laffitte, France
Les Bulles de Carine;2 Rue de la Source, 48190 Mont Lozère et Goulet, France
Les Balnéades;Domaine De Limère, 275 All. des 4 Vents, 45160 Ardon, France
Les Bains Orientalys;109 Av. du 21 Août, 40280 Saint-Pierre-du-Mont, France
Les Bains du Jasmin;Carraire de Carlin, 13105 Mimet, France
Les bains d'Orient hammam;5 Rte Royale, 20600 Bastia, France
Les Bains d'O Rient;25 Rue Paul Vaillant Couturier, 13140 Miramas, France
Les Bains d'Evahona;complexe, Les Thermes, Av. Thermale, 23110 Évaux-les-Bains, France
Les bains de Stains;70 Av. Aristide Briand, 93240 Stains, France
LES BAINS DE ST AUBIN;5 Imp. Saint-Aubin, 31000 Toulouse, France
Les bains de la Medina Hammam;14 Rue Millotet, 21000 Dijon, France
Les bains de Kenza;23 Avenue du Dr Paul Casalis, 94000 Créteil, France
Les Bains d'Aulnay;1 Av. Antoine Bourdelle, 93600 Aulnay-sous-Bois, France
Les Bains d'Athis;3 Av. Jules Vallès, 91200 Athis-Mons, France
Les Bains d'Antony;61 Av. Aristide Briand, 92160 Antony, France
Les Bains d'Ambre;28 Rue Carle Hébert, 92400 Courbevoie, France
Les Bains d'Alia;125 Av. Henri Ravera, 92220 Bagneux, France
LES BAINS D’AMBRE Hammam/jacuzzi/massages;Mirepois, 2080 Rte de Colombaylet, 81310 Lisle-sur-Tarn, France
Les Bains - Albi;2 Rue René Princeteau, 81000 Albi, France
Les Ateliers du 10;9 Chem. de la Manufacture, 91540 Mennecy, France
LES ATELIERS DE MIMI;22 Chemin de la Roche, 42510 Balbigny, France
Les Ateliers de Christelle;14 Rue de la Barbe-Canne, 34620 Puisserguier, France
Les 3 Becs;Unnamed Road, 26400 Saou, France
Les 100 Ciels;11 Rue Faivre d'Esnans, 25110 Baume-les-Dames, France
L'Ere des Cristaux;13 Rue Pascal Duprat, 40800 Aire-sur-l'Adour, France
L'équilibre 37;34 Bis Rue de la Mairie, 37520 La Riche, France
L'Épanchoir;11700 La Redorte, France
L'Envol Des Sens;436 Rue du Bracmar, 59144 L'Orée de Mormal, France
L'envol Des Maux;29 Rue de l'Église, 78570 Andrésy, France
LENO'AH ARMONIA;10 Rue des Roses, 38280 Villette-d'Anthon, France
L'énergie En Soi - soins et Massages énergétiques - Hypnose Spirituelle - magnétisme;66 bis Rue Albert Warembourg, 62400 Essars, France
L'énergie au présent - Daniel BEAUQUIS (massage Tuina, magnétiseur);138 Chem. des Bruyères, 74540 Saint-Félix, France
Léger comme une plume;Route des frasses Hôtel hôtel-restaurant l'ensoleillé, 74360 La Chapelle-d'Abondance, France
Legende Horse Sport;lieu dit chantereine, 70800 Anjeux, France
L'Éden des Sens - Soin visage Biologique Recherche - Minceur LPG - Massage;10 Rue du Faubourg Poissonnière, 75010 Paris, France
L'éclat de Soi;8 Pl. de l'Église, 53500 Ernée, France
L'Eclat de joie;1244 Rte de Romenay, 71470 La Chapelle-Thècle, France
L'Échappée Z'Aisne;13 Rue Jean de Caulaincourt, 02100 Saint-Quentin, France
le zoo des rigolos;22 Av. des Artisans, 12430 Villefranche-de-Panat, France
Le XI Impérial;11 Av. Foch, 57000 Metz, France
Le tour des Lacs;01340 Malafretaz, France
Le toucher de Nath;73 Rue Lucien Desenclos, 80130 Friville-Escarbotin, France
Le Temps est Venu - Centre de stages de jeûne, yoga, détox.;592 Domaine de Bodeuc, 56130 Nivillac, France
Le Temps d'une Pause - Palavas-les-Flots;9 Bd Frédéric Fabrèges, 34250 Palavas-les-Flots, France
Le temps d’un instant 33;9 Pl. François Mitterrand, 33150 Cenon, France
LE TEMPLE NUAD ??;185 Av. Jean Jaurès, 93300 Aubervilliers, France
Le Temple des Dames;Av. Elzeard Rougier, 13400 Aubagne, France
Le Soleil d Or;13 Rue de Liège, 02270 Bois-lès-Pargny, France
Le sensoriel;171 Av. du 8 Mai 1945, 13240 Septèmes-les-Vallons, France
Le Secret Des Sens;Rue de la Biette, 62120 Blessy, France
Le Savon Sauna;3 Rue de Beaujouan, 18000 Bourges, France
le savon de noirmoutier;4 Rue de la Fassonnière, 85680 La Guérinière, France
Le Salon KOBIDO: Facialiste, Naturopathe, Drainage lymphatique, Sonotherapeute;4 Rue du Dr Nassif, 60570 Andeville, France
Le royaume des petits pieds;22140 Bégard, France
Le Royaume de hind;490 Av. de Bonnatrait, 74140 Sciez, France
Le Riad;184 Rue des Pyrénées, 75020 Paris, France
Le Ranch du Madres;Ham. de Buillac, 11140 Roquefort-de-Sault, France
Le Ranch de Bastelica;Route du val d’ese Station de ski du val d’ese En été, 20119 Bastelica, France
Le Puits d'Enfer;5 Chem. du Puits d'Enfer, 79400 Exireuil, France
Le Point du Jour;12 Rte de Charleville, 08260 Maubert-Fontaine, France
Le Petit Montagnard;place opinel, Chef-lieu, 73300 Albiez-Montrond, France
Le Petit Mag;7 Rue Markt Eckental, 87240 Ambazac, France
Le Pech du Soleil;Av. Pech Estève, 34760 Boujan-sur-Libron, France
Le Palais Megève;247 Rte du Palais des Sports, 74120 Megève, France
Le Palais de Sabah - Hammam;35 rue de la ferme de riquet, 31250 Revel, France
Le Mellédo Marie-Lise;10 Rue de Pommainville, 61200 Argentan, France
le meilleur centre ayurvédique du Kerala (Dr.Franklin's Panchakarma & Ayurveda Centre) réservation;3 Av. Jean Jaurès, 94220 Charenton-le-Pont, France
Le massage d'Alexandrine;et, Immeuble le Royal, BRIDES LES BAINS FR, 8 Rue de la Gare N°12, 73260 Grand-Aigueblanche, France
Le Lac de l'Onglais;27400 Acquigny, France
Le King Sauna;Immeuble Impérial, 39 Rue Jean Jaurès, 74100 Ambilly, France
Le karaté pour tous;23 Rte de Bapaume, 62121 Achiet-le-Grand, France
Le jardin du massage;1 Chem. d'Olhanbidea, 64250 Souraïde, France
Le Jardin Des Senteurs;1, Pl. de Lirette, 83830 Figanières, France
Le Jardin des Sens (massages,soins,balnéothérapie) Perrine Delacourt;7 Rue Nau, 80100 Abbeville, France
Le jardin des étoiles;La Laudière, 37240 Bossée, France
Le Jardin d'Ayush;7 Rue du Fer À Cheval, 34700 Lodève, France
Le Haras de la Neuve Forge;Rue de la Neuve Forge, 02500 Hirson, France
Le Hammam Biarritz;9bis Rue Luis Mariano, 64200 Biarritz, France
Le GrandLieu;6 Rue des Coteaux de Grand-Lieu, 44830 Bouaye, France
LE GRAND BAIN - Groupe Therm Sanit;120 Rte de Clermont, 74330 Sillingy, France
Le Dragon des Volcans - Cabinet de médecine chinoise;48 Av. des Célestins, 03200 Vichy, France
Le Domaine Thermal;26570 Montbrun-les-Bains, France
Le Corps S'éveille;Espace Nouqué, 28 Rue Gambetta, 64490 Bedous, France
Le corps en harmony;15 Lot. des Jardins, 31290 Villefranche-de-Lauragais, France
Le Complex Bures sur Yvette;9 Rue de la Vierge, 91440 Bures-sur-Yvette, France
LE COL DE LA MOLEDE AU PAS DE L'ÂNE;8 rue du plomb du Cantal, 15300 Albepierre-Bredons, France
Le Cocon de Téthys - Centre de flottaison;3 Rue Sainte-Euphémie, 26400 Crest, France
Le Cocon de Laure;595 Rue des Romains, 13270 Fos-sur-Mer, France
LE CLOS SAINT VICTOR;3 Rue de Chantepie, 37300 Joué-lès-Tours, France
Le clos de la fontaine;291 Rue de la Fontaine, 80580 Eaucourt-sur-Somme, France
Le Claps;D93, 26310 Luc-en-Diois, France
Le Chemin de l'Éveil par Zain & Zen;2 TER Rue de la Croix Bonnard, 28000 Chartres, France
le château des poneys;Le Chesne Château, 28700 Sainville, France
Le Chalet de l'Albère;Rue du Col de l'Ouillat, 66480, L'Albère, France
Le CERRSY (UGECAM IDF);72 Rue de l'Étang de la Tour, 78120 Rambouillet, France
Le Centre Tout Naturellement;83 bis Rue La Fayette, 75009 Paris, France
Le Centre Thérapeutique Résidentiel Kairos;111 Rue du Général Leclerc, 78570 Andrésy, France
Le Centre - esthétique et innovation;8 Rue du Petit Montmarin, 70000 Vesoul, France
LE BUISSONNIER Centre Équestre;Le Buissonnier, 1 Rue de Belleville, 60220 Blargies, France
Le Bout du Monde;74740 Sixt-Fer-à-Cheval, France
Le Boudoir;129 Rés du Levant, 62400 Locon, France
Le Blue Phoenix-Massages;145 A chemin sous côte, 38440 Moidieu-Détourbe, France
Le Beau Réflexe;3 All. Alain Fournier, 89400 Migennes, France
Le « Studio » - Yoga, Pilates, Mobilité;32 Av. Darblay, 91540 Mennecy, France
Lazulys institut;ZAC, Av. de la Capelette, 13560 Sénas, France
Laurie Petit. Spécialisée en madérotherapie, drainage lymphatique, massages sur mesure et kobido;13 Rte de Limonest, 69380 Lissieu, France
Laurent Patrier Magnétiseur;Allée de la parée verte, Imp. des Coucous, 85270 Saint-Hilaire-de-Riez, France
LATITUDES POSITIVES constellations familiales;45 All. du Vivarais, 26300 Bourg-de-Péage, France
LATITUDE DE L'ÊTRE;116 Rue de la Vendée, 49300 Cholet, France
L'atelier du Shiatsu et de la périnatalité • Clémence Thirion • Doula | Shiatsu | Rebozo • Beauvais /Oise;17 Rue de Courcelles, 60430 Abbecourt, France
L'Atelier de Betsy;14 Pl. de L Hôtel de ville, 68210 Dannemarie, France
L'atelier d'Ally;Les Delas, 18110 Allogny, France
Lasserre Nadia;30 Rue du Maréchal Harispe, 64130 Mauléon-Licharre, France
Laser Place;87 Rue Charles de Gaulle, 91440 Bures-sur-Yvette, France
LASER LIGNE - Epilation Laser & Définitive - Infrabike - Cryolipolyse - 95 Val d'Oise;1 Rue Magnier Bédu, 95410 Groslay, France
Laser anti addiction ( Tabac, Alcool et drogues ) Méthode MFC;96 Rue Grande, 36000 Châteauroux, France
L'Archipel (Piscine);Av. Georges Pompidou, 81100 Castres, France
L'aqu'ABB;1 All. du 8 Mai 1945, 80100 Abbeville, France
L'Appart Fitness - salle de sport Vannes;5 Rue Jacques Cartier, 56450 Theix-Noyalo, France
Landes et carrières de Guizengeard;Unnamed Road, 16480 Guizengeard, France
Lallemand Michael Cabinet de Podologie;56 Rte nationale, 59152 Anstaing, France
L'alchimie Des Corps - Marion Le Fournier;19 All. du Lude, 81000 Albi, France
L'air Ô Naturel / Institut de beauté/ centre de laser d’épilation, cryolipolyse, Hydra facial;21 Av. Robert Buron, 53000 Laval, France
Laetitia Boré;65 Rue des Américains, 57500 Saint-Avold, France
Ladydruide Réfléxologie;Quai Carriet, 33310 Lormont, France
LADAPT Nord - Etablissement SMR - Les Abeilles;11 Rue du Maréchal Foch, 59730 Briastre, France
L'AccroTyro des Géants : parcours d'accrobranche et tyroliennes;Centre d'accueil, 73340 Aillon-le-Jeune, France
Lac du Carla-Bayle;Route de, 09130 Carla-Bayle, France
Lac d'Hautibus;79150 Argentonnay, France
Lac des Cammazes;11310 Saissac, France
Lac de Saint-Lyphard;Brières du Bourg, 44410 Saint-Lyphard, France
Lac de montrevel;Base tonique, 01340 Montrevel-en-Bresse, France
Lac de labouheyre;D626, 40210 Labouheyre, France
Lac de Fontorbe;11170 Alzonne, France
Lac de Creutzwald;Rue des Champs, 57450 Barst, France
Lac de Caillac;46140 Caillac, France
Lac de Belveze du razes;11240 Belvèze-du-Razès, France
Lac d'Artignosc sur Verdon;04500 Artignosc-sur-Verdon, France
Lac Caraman;GPHX+FC, 31460 Caraman, France
Lac Boulogne sur Gesse;744 Rte du Lac, 31350 Boulogne-sur-Gesse, France
La Voie d'Artémis;2 Rue Cardinal de Polignac, 43000 Le Puy-en-Velay, France
LA VALLEE DES CERFS;SARL, Chez Mairine, 86430 Luchapt, France
La Tourbière;La tourbière, 25560 Frasne, France
LA TOUR - MASSAGE THAÏLANDAIS;7 Bd de Stalingrad, 92320 Châtillon, France
La Tanière de Freyja · Massages, Soins visage bio, épilations;144 Grand Rue, 30670 Aigues-Vives, France
La Sphère - Fitness et Social Club Caen;262 Rue Marie Curie, 14200 Hérouville-Saint-Clair, France
La Rigole;Rigole de la Montagne Noire,, France
La presqu'île;Unnamed Road, 77200 Torcy, France
La Pista Padel Club;408 All. du Golf, 13480 Cabriès, France
La Piscine Neuilly Multisports;27-31 Bd d'Inkermann, 92200 Neuilly-sur-Seine, France
La Piscine Municipale de Brive la Gaillarde;Bd Voltaire, 19100 Brive-la-Gaillarde, France
La petite maison coquette;2 Pl. de la Mairie, 92430 Marnes-la-Coquette, France
La Pause Détente d'Angel;176 Rue de l'Abbé Touba, 57450 Cappel, France
La Pause – Sophrologie, Relaxation & Massages;25 Av. Général Sarrail, 11290 Montréal, France
La pause;101 Av. Gambetta, 81000 Albi, France
La Passe Aux Bœufs;WWX3+PW, 17730 Port-des-Barques, France
LA PARENTHÈSE MASSAGE;10 Rue de la Gendarmerie, 33760 Targon, France
La Parenthèse Cognac;11 Rue Millardet, 16100 Cognac, France
La Parent'Elle;139 Av. de l'Europe, 84380 Mazan, France
La Palme Courvilloise;15 Rue de la Gare, 28190 Courville-sur-Eure, France
La maison reformer;367 Rte de Veissieux le Bas, 01600 Reyrieux, France
La Maison du Jeûne;504 Chem. de la Loube, 13760 Saint-Cannat, France
La Maison d'Hygie;16 Rue de la Chauvinière, 44800 Saint-Herblain, France
La Loge de Léontine;1 Rue de Bourgogne, 72210 La Suze-sur-Sarthe, France
La Lila;36 Av. du Maréchal Juin, 93260 Les Lilas, France
La Lanterne;9 Rue Jules Kinoo, 59122 Rexpoëde, France
La Guérinière 85;XR32+G2, 85680 La Guérinière, France
La Glaisière de Nesles;20 Rue de la Carrière, 62152 Nesles, France
La fraternelle Amplepuis;Chem. de Bagatelle, 69550 Amplepuis, France
La Ferme Duval ????;1 Rte de Vieux, 14210 Amayé-sur-Orne, France
La Ferme du Bousquet;Le Bousquet, 12400 Calmels-et-le-Viala, France
La Ferme Des Bouquets;La Garrigue, 34210 La Caunette, France
La ferme de la Jaudraie;La Jaudraie, 41200 Pruniers-en-Sologne, France
La Douc'heure;5 Rue de la Brasserie, 72200 La Flèche, France
La Cour de Massillargues;3 Pl. du Château, 30140 Massillargues-Attuech, France
La Coulée Verte;53950 Louverné, France
La Côte Saint André;Espace, Av. Jongkind, 38260 La Côte-Saint-André, France
La Cote 204;02400 Château-Thierry, France
La Cosaquerie;2 Rue du Four, 21400 Puits, France
La Chouchouterie;143 Rue de la Division Leclerc, 91310 Linas, France
La Caserne - Juniville;13 Av. des Écoles, 08310 Juniville, France
La Case Althea | Tatérapi Laser PUTTELANGE AUX LACS | Réflexologie auriculaire | Arrêt Tabac - Perte de poids - Stress -;Domaine Paul Marcel, 6 Rue Jean Moulin, 57510 Puttelange-aux-Lacs, France
La Calida;1A Rue Beauséjour, 81300 Graulhet, France
La Cabine Massage;Résidence Grand Hotel, 10 All. Piencourt, 48000 Mende, France
LA CABANE HOLISTIQUE;15 Rte de Ferrier, 33830 Lugos, France
La Bulle de Soins - Institut de beauté - Épilation Laser;2 Av. de Paris, 28400 Margon, France
La bulle de Mérine;7 Rue des Marguerittes, 68127 Niederentzen, France
La Bergamote;47 Av. Jean Jaurès, 05000 Gap, France
La beauté du geste;2 Pl. de l'Église, 72330 Parigné-le-Pôlin, France
La Beauté de l'Âme;21 Rue Paul Pujade, 66110 Amélie-les-Bains-Palalda, France
La Beauté d'Ana, Alpha laser Bastia;795 Viale di l’acula marina, 20290 Lucciana, France
La Bastide Des Bains;19 Rue Sainte, 13001 Marseille, France
L’Or du Temps;5 Quai Hector Malot, 76530 La Bouille, France
L’institut d’Anna;ZA, La Marguerite, 27700 Les Andelys, France
L’Instant Clé;3 Rue Eric Tabarly, 78420 Carrières-sur-Seine, France
L’instant Bonheur;2 Rte d'Arches, 88220 Raon-aux-Bois, France
L’île 2 beauté;9 A quartier beausejour, 54980 Batilly, France
L’atelier Zen;24 Av. Marie et Pierre Curie, 19360 Malemort, France
L' Enviedepartager;16 Av. des Alpines, 13370 Mallemort, France
L CBD Bio Détente;10 Rue de la Houve, 57150 Creutzwald, France
Kuskua - Épilation laser et soins esthétiques - Anglet;4 Rue Jean Mouton, 64600 Anglet, France
Kurama & Kuma institut de massages;6 Rue Georges Rissler, 25200 Montbéliard, France
Koko Thaï Massage;13 Rue Adrien Ducrot, 69250 Neuville-sur-Saône, France
KNI studio | Épilation Laser soprano et Soins esthétiques |Andrezieux Boutheon;1 Rue Jean Vende, 42160 Andrézieux-Bouthéon, France
Klafs Sauna;34 Rue Charles de Gaulle, 68370 Orbey, France
Kinésithérapie du sport & Balnéothérapie;161 Rue Florent Evrard, 62220 Carvin, France
Kinésithérapie Cap Beaune;14 Rue de la Beaune, 93100 Montreuil, France
Kinésithérapeutes Balnéothérapie du Pujol;17 Av. du 19 Mars 1962, 13390 Auriol, France
Kinésithérapeute;1a Rue du Rempart, 57520 Lixing-lès-Rouhling, France
Kiné Sport et Santé du Dauphiné;70 Rue Jacques Novel, 38490 Les Abrets en Dauphiné, France
Kiné Osteo sport Sébastien DUSSEAUX;75 Rue Jean Jaurès, 59410 Anzin, France
Kiné Ostéo Balnéo Pizançon;3 et 4a, place du caducée Le village de santé - Pizançon, 26300 Chatuzange-le-Goubet, France
Kine di borgo;1060 Av. de Borgo, 20290 Borgo, France
Kiné Balnéothérapie Mours;1b Rue du Dauphiné, 26540 Mours-Saint-Eusèbe, France
Kiné balnéothérapie;20H Av. du Lauragais, 31450 Labastide-Beauvoir, France
Kine Balneo Templeuve;92 Bis Rue de la Quièze, 59242 Templeuve-en-Pévèle, France
Kiné Balneo Mésanger;265 Rue Cornouaille, 44522 Mésanger, France
KINÉ BALNÉO ÉLEU;72 Rue Charles Ferrand, 62300 Éleu-dit-Leauwette, France
Kiné Balnéo du Village;14 Rue Théodore Bullier, 95200 Sarcelles, France
Kiné & Santé Mallemort - Centre de kinésithérapie;1066 Av. de Craponne, 13370 Mallemort, France
KiDome;2b Chem. de la Canave, 33650 Martillac, France
Kel'jeûne - Jeûne et randonnée en Morbihan;3 Le Ballo, 56220 Caden, France
Keepcool Schweighouse;19 Rue de la Sablière, 67590 Schweighouse-sur-Moder, France
Keep Form and Play - Les Rousses (accès sport 6h-23h);ZA du Bois de L'Ours, 214 Rue des Faconniers, 39220 Les Rousses, France
Karma Zen Nelly Bardeau massages et transformation par l'hypnose;541 Route de la Croisille, 16130 Juillac-le-Coq, France
Karine COCHET EI - Réflexologue;46 impasse des merles, Lot. le Clos de la Combe, 38150 Chanas, France
karate contact;23 Rte de Bapaume, 62121 Achiet-le-Grand, France
Kamaé Fitness - Mél Body Fit';Rue Jules Verne, 81200 Aussillon, France
KalyBeauty Bio;33 Rue de Bec Ham, 61300 L'Aigle, France
Kalyaan.massage;66100 Perpignan, France
Julien Salviat Ayurveda;9 Rue de L Hôtellerie, 56910 Carentoir, France
Julie SÉJOURNÉ MASSAGES;23 Av. de L'argoët, 56250 Elven, France
Judo Club Louvigné/ louvi'gym;2 Rue Jules Ferry, 35420 Louvigné-du-Désert, France
Jolijeune;Rue de Fanny, 13500 Martigues, France
Joanna Afonso - soin énergétique et massage femme;8 bis Rue du Bac, 94480 Ablon-sur-Seine, France
Jimbaran Bali Massage Balinais;Le Clos Versanas, 87920 Condat-sur-Vienne, France
JFG Clinic Gaillard - Centre minceur/Cryo - Épilation laser - Gaillard;58 Rue de la Libération, 74240 Gaillard, France
Jeûne & Détox Thalasso;Maison Médicale de Soyaux, 10 Chemin de Frégeneuil, 16800 Soyaux, France
Jasmin Hammam Traditionnel;15 Rue Berthelot, 26000 Valence, France
Jardins de Valloires;D192, Lieu dit Valloires, 80120 Argoules, France
Jardin secret;4 Rue Albert Caquot, 66330 Cabestany, France
Jardin Eden du Voyageur;Bordery, 56360 Sauzon, France
Jardin du Plessis Sasnières;3 allée Rosamée Henrion, 41310 Sasnières, France
Jardin du duc Jean de Berry;10 Rue des Gds Moulins, 18500 Mehun-sur-Yèvre, France
Jardin des Sources;14 Route des Sept Meules, 76260 Saint-Martin-le-Gaillard, France
Jardin des Paradis - Cordes-sur-Ciel;Place du theron, 81170 Cordes-sur-Ciel, France
Jardin d'Émonville;26 Pl. Clemenceau, 80100 Abbeville, France
Jardin Botanique De La Brisatte;Chem. de la Brisatte, 10190 Mesnil-Saint-Loup, France
Janzu-Landes;322 Rte de Cassoua, 40300 Bélus, France
Janalya Care | Centre d’épilation laser;2 Av. du Général de Gaulle, 77330 Ozoir-la-Ferrière, France
Jacuzzi sauna 78;27 Rue Gabriel Vilain, 78130 Les Mureaux, France
